Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
e79x2fk7@connect.np.edu.sg,0,14,0,20,12,19,19,17,7,5,6,16,10,18,18,"P04,P04,P07,P14,P15,P08"
4lrfc3ax@gmail.com,6,4,7,15,9,13,15,4,14,7,8,20,0,5,17,"P12,P15,P04,P07,P09,P05"
zscaiump@connect.np.edu.sg,12,20,19,10,0,17,18,20,14,6,11,8,5,17,8,"P02,P08,P03,P07,P06,P14"
d7rnwhzk@gmail.com,2,0,9,2,14,17,2,10,1,17,1,4,17,13,20,"P15,P06,P10,P13,P05,P14"
ck2diwpn@gmail.com,3,18,11,3,3,8,6,18,6,11,4,15,4,12,7,"P02,P08,P12,P14,P03,P10"
g2rg8zr4@outlook.com,19,3,20,5,8,18,5,0,13,14,15,2,19,12,14,"P03,P01,P13,P06,P11,P10"
y0704vph@connect.np.edu.sg,17,7,11,11,14,19,20,8,9,8,14,18,17,6,0,"P07,P06,P12,P01,P13,P05"
7h0vgfgm@connect.np.edu.sg,2,16,18,0,8,15,19,7,6,10,3,1,13,5,7,"P07,P03,P02,P06,P13,P10"
czmn5lrn@yahoo.com,11,15,9,2,14,3,3,14,16,0,15,4,14,13,0,"P09,P02,P11,P05,P08,P13"
zs8gzfnw@connect.np.edu.sg,9,3,6,0,9,5,16,11,4,15,19,12,8,8,18,"P11,P15,P07,P10,P12,P08"
wn18vrax@gmail.com,13,14,19,1,4,18,17,8,12,0,15,18,2,9,18,"P03,P06,P12,P15,P07,P11"
bdpoj7pd@yahoo.com,12,10,16,11,8,12,19,20,13,10,5,1,9,12,6,"P08,P07,P03,P09,P01,P06"
a1iwdidu@gmail.com,2,8,1,15,6,20,19,17,4,17,3,7,6,10,9,"P06,P07,P08,P12,P04,P14"
d93u4jei@connect.np.edu.sg,17,19,14,9,5,4,19,9,15,9,6,2,1,15,0,"P02,P07,P01,P09,P14,P03"
jpa06oeh@connect.np.edu.sg,10,4,9,11,13,0,20,4,15,6,0,18,4,2,10,"P07,P12,P09,P05,P04,P01"
eqozui5a@outlook.com,17,3,17,10,3,3,9,0,7,19,15,6,5,16,8,"P10,P01,P03,P14,P11,P04"
fkbvuw8w@outlook.com,9,13,8,18,7,5,6,18,13,9,1,9,17,1,6,"P04,P08,P13,P02,P09,P01"
xrvc0xuh@connect.np.edu.sg,12,4,5,17,17,1,18,8,7,11,0,15,12,2,5,"P07,P04,P05,P12,P01,P13"
4192araz@outlook.com,20,11,2,18,11,4,0,12,1,18,9,1,0,17,11,"P01,P04,P10,P14,P08,P02"
lommx7zz@yahoo.com,12,15,0,9,20,0,0,1,5,4,14,7,4,3,14,"P05,P02,P11,P15,P01,P04"
arzxdlf7@gmail.com,13,14,11,3,19,4,0,15,16,16,17,3,0,5,3,"P05,P11,P09,P10,P08,P02"
8gr8v1dp@gmail.com,14,2,11,16,18,9,7,14,3,0,16,10,10,13,13,"P05,P04,P11,P01,P08,P14"
dajbgb7v@outlook.com,19,20,5,7,2,3,9,19,17,20,14,7,11,14,0,"P04,P10,P01,P08,P09,P11"
op3w3tjl@connect.np.edu.sg,19,0,9,19,16,17,3,14,4,5,10,2,9,15,13,"P01,P04,P06,P05,P14,P08"
44d6l7n3@yahoo.com,19,18,14,15,19,2,13,2,12,9,10,8,15,3,11,"P08,P05,P02,P04,P13,P03"
mpugbfxn@yahoo.com,18,14,16,6,12,19,4,16,9,5,12,14,14,8,7,"P06,P01,P03,P08,P02,P12"
fi3qb8py@connect.np.edu.sg,18,6,15,18,14,11,10,18,8,6,10,1,20,4,2,"P13,P01,P04,P08,P03,P05"
whwl9i9j@gmail.com,11,17,19,17,17,3,2,12,1,16,4,1,4,0,0,"P03,P02,P04,P05,P10,P08"
ipnj1ax8@connect.np.edu.sg,19,10,5,4,16,15,2,9,0,9,13,18,13,13,18,"P01,P12,P15,P05,P06,P11"
i68tdhg8@outlook.com,10,9,0,0,17,15,1,5,18,11,18,5,4,18,7,"P09,P11,P14,P05,P06,P10"
vdw72ul8@gmail.com,12,4,0,13,4,2,6,17,16,0,10,3,16,8,7,"P08,P09,P13,P04,P01,P11"
a3dj6320@connect.np.edu.sg,17,10,10,16,1,14,19,18,15,18,17,5,4,18,19,"P07,P15,P08,P10,P14,P01"
51t8rbqp@yahoo.com,3,5,2,11,19,12,8,19,20,16,0,7,10,18,1,"P09,P05,P08,P14,P10,P06"
4p7zqs06@connect.np.edu.sg,9,12,15,1,0,16,3,11,2,9,19,8,17,11,14,"P11,P13,P06,P03,P15,P02"
uub76jki@yahoo.com,14,8,10,5,11,0,1,5,15,5,17,4,10,14,1,"P11,P09,P01,P14,P05,P03"
xndamjnl@connect.np.edu.sg,0,11,4,8,15,7,19,15,20,14,17,17,9,2,0,"P09,P07,P11,P12,P05,P08"
oebo6lgd@outlook.com,3,18,2,13,4,8,19,1,0,17,4,18,9,11,16,"P07,P02,P12,P10,P04,P04"
ji8267sk@gmail.com,3,9,20,3,9,12,11,7,19,10,0,14,5,19,9,"P03,P09,P14,P12,P06,P07"
gnb1gmdg@yahoo.com,0,17,4,8,18,3,19,18,4,8,10,14,15,0,14,"P07,P05,P08,P02,P13,P12"
cx2i69oc@outlook.com,15,10,3,20,0,17,5,5,15,2,18,15,7,6,7,"P04,P11,P06,P01,P09,P12"
dk1712y8@yahoo.com,9,17,14,20,7,1,11,14,4,6,5,14,0,16,3,"P04,P02,P14,P03,P08,P12"
brh02t55@yahoo.com,16,2,7,20,7,8,15,20,13,16,0,20,2,8,14,"P04,P08,P12,P01,P10,P07"
a3i2yq3b@yahoo.com,6,0,14,7,14,18,7,7,10,13,18,14,15,11,17,"P06,P11,P15,P13,P03,P05"
tl1rilht@connect.np.edu.sg,15,20,16,18,2,9,18,11,17,16,4,4,5,8,13,"P02,P04,P07,P09,P03,P10"
84lha0ao@yahoo.com,18,19,12,19,19,11,9,3,0,10,16,2,7,6,13,"P02,P04,P05,P01,P11,P15"
ed88wivv@yahoo.com,6,7,2,9,20,16,12,20,9,1,4,12,13,5,19,"P05,P08,P15,P06,P13,P07"
z0zoqygs@yahoo.com,5,11,13,3,3,1,7,7,0,16,3,16,5,6,8,"P10,P12,P03,P02,P15,P07"
bulklazn@connect.np.edu.sg,4,14,9,2,3,0,12,2,19,0,10,4,20,7,2,"P13,P09,P02,P07,P11,P03"
dkmga7kg@outlook.com,13,17,5,9,18,17,14,20,0,19,13,19,10,4,20,"P08,P15,P10,P12,P05,P02"
yfehnnbx@outlook.com,0,20,1,15,1,2,4,16,5,11,3,20,8,11,11,"P02,P12,P08,P04,P10,P14"
67sr5xg4@connect.np.edu.sg,8,17,0,8,17,19,7,6,2,2,13,14,5,17,13,"P06,P02,P05,P14,P12,P11"
du5fdcxf@gmail.com,20,15,10,16,2,11,1,11,17,20,18,18,1,2,14,"P01,P10,P01,P12,P09,P04"
wjf7eh4d@outlook.com,9,5,14,11,7,13,17,19,12,5,18,8,10,9,13,"P08,P11,P07,P03,P06,P15"
33t2cmg3@outlook.com,10,10,18,16,10,14,9,0,17,13,7,17,6,18,16,"P03,P14,P09,P12,P04,P15"
6tez6jag@yahoo.com,4,15,4,3,2,12,20,11,14,13,1,9,6,18,4,"P07,P14,P02,P09,P10,P06"
y82ho105@connect.np.edu.sg,3,17,3,2,11,13,15,14,10,9,16,12,6,12,0,"P02,P11,P07,P08,P06,P12"
yttfqv93@connect.np.edu.sg,20,9,2,7,0,10,11,16,12,11,11,19,5,17,9,"P01,P12,P14,P08,P09,P07"
z6r7s4n1@connect.np.edu.sg,2,2,7,0,7,18,17,16,12,16,13,16,20,15,6,"P13,P06,P07,P09,P10,P12"
iimc9r3p@outlook.com,12,10,2,8,20,11,11,9,17,13,14,20,13,8,12,"P05,P12,P09,P11,P10,P13"
3h3b9tb4@connect.np.edu.sg,12,10,6,16,18,11,20,13,1,14,17,12,20,12,9,"P07,P13,P05,P11,P04,P10"
twfdh3en@yahoo.com,9,6,5,2,6,12,9,6,11,9,0,1,7,11,2,"P06,P09,P14,P15,P07,P10"
qikepkbj@outlook.com,12,18,6,8,17,3,8,5,9,2,0,20,9,17,2,"P12,P02,P05,P14,P01,P09"
douq7lms@connect.np.edu.sg,4,1,18,6,17,6,13,10,7,4,16,6,1,1,5,"P14,P05,P11,P07,P08,P09"
qx42x5ks@yahoo.com,9,4,3,13,16,15,8,20,7,4,7,11,11,9,20,"P02,P15,P05,P06,P04,P12"
0hj2qty6@gmail.com,4,17,14,19,15,8,14,8,18,3,18,18,12,0,4,"P04,P09,P11,P12,P02,P05"
k8nb2zge@yahoo.com,10,0,9,12,17,0,6,7,20,6,10,19,6,2,5,"P09,P12,P05,P04,P01,P11"
qfgo6fil@connect.np.edu.sg,11,16,7,14,16,4,17,1,11,9,15,17,18,0,12,"P13,P07,P12,P02,P05,P11"
b2teetgv@yahoo.com,14,19,8,14,12,2,14,6,10,9,8,19,19,1,18,"P02,P12,P13,P15,P01,P04"
w26jsv2l@yahoo.com,10,3,15,2,16,16,11,4,7,15,4,17,10,4,5,"P12,P05,P06,P03,P10,P07"
xaqqt3fm@connect.np.edu.sg,20,16,9,11,16,9,4,17,1,7,18,4,1,4,1,"P01,P11,P08,P02,P05,P04"
r6pzsrzc@gmail.com,7,12,15,13,16,0,5,1,2,3,1,17,6,20,17,"P14,P12,P15,P05,P03,P04"
f1supawf@outlook.com,17,6,0,18,8,0,20,1,3,13,7,18,1,4,2,"P07,P04,P12,P01,P10,P05"
bnepmquj@gmail.com,19,9,4,20,11,14,13,19,12,1,13,16,18,20,13,"P04,P14,P01,P08,P13,P12"
mqku6w1p@outlook.com,4,18,14,20,19,10,18,10,15,2,0,13,13,16,6,"P04,P05,P02,P07,P14,P09"
mk0n4bl9@outlook.com,7,9,16,8,18,15,6,7,10,15,3,0,10,17,10,"P05,P14,P03,P06,P10,P09"
tzm4jydz@outlook.com,3,11,9,4,16,14,1,11,6,19,5,5,20,13,0,"P13,P10,P05,P06,P14,P02"
9f1mhrqs@outlook.com,1,11,13,13,9,4,16,3,6,0,18,7,3,13,0,"P11,P07,P13,P04,P14,P02"
01dbtc34@outlook.com,18,15,3,18,4,10,13,10,1,8,18,7,12,17,0,"P01,P04,P11,P14,P02,P07"
rwlreylm@outlook.com,19,20,13,15,15,6,3,1,17,11,11,18,1,13,16,"P02,P01,P12,P09,P15,P04"
i8hfjldp@gmail.com,7,15,6,3,19,15,2,10,3,6,11,8,6,20,10,"P14,P05,P02,P06,P11,P08"
0hbob9qy@outlook.com,15,19,18,15,9,5,20,18,8,8,2,5,13,8,3,"P07,P02,P03,P08,P01,P04"
7p82ddbq@outlook.com,2,11,6,5,13,0,14,16,14,18,15,4,1,2,6,"P10,P08,P11,P07,P09,P05"
6wy31aex@connect.np.edu.sg,13,20,13,19,4,1,6,2,15,20,19,6,6,13,5,"P02,P10,P04,P11,P09,P01"
fogyzh9x@connect.np.edu.sg,17,5,4,19,5,11,14,0,14,14,2,13,18,5,0,"P04,P13,P01,P07,P09,P10"
3pv0e53x@connect.np.edu.sg,3,0,0,13,20,18,4,5,1,19,10,0,8,20,14,"P05,P14,P08,P06,P15,P04"
8fwn8kr9@yahoo.com,8,18,13,14,3,7,7,20,18,0,4,12,1,17,17,"P08,P02,P09,P14,P15,P04"
q8b2fahf@outlook.com,9,10,14,18,3,15,0,2,19,17,1,4,14,8,17,"P09,P04,P14,P15,P06,P03"
v3uausds@connect.np.edu.sg,18,18,8,19,12,3,20,2,12,6,9,3,18,18,10,"P07,P04,P01,P02,P13,P14"
6i4ysnwr@connect.np.edu.sg,8,0,9,17,10,16,16,12,9,11,14,0,20,2,0,"P13,P04,P06,P07,P11,P08"
qtv4wbqy@connect.np.edu.sg,7,18,6,16,18,4,16,7,7,10,19,7,5,0,9,"P11,P02,P05,P04,P07,P10"
o7ukd89f@outlook.com,17,0,1,11,6,6,14,7,4,18,20,16,11,2,20,"P11,P15,P10,P01,P12,P01"
ba2u8r33@gmail.com,14,17,19,8,5,2,0,0,0,20,16,6,3,12,6,"P10,P03,P02,P11,P01,P14"
7tpfcreq@yahoo.com,11,10,13,7,2,8,8,2,2,19,11,3,19,3,13,"P10,P13,P03,P15,P01,P05"
u1pywtzf@outlook.com,15,18,8,2,10,7,4,17,16,1,17,11,2,9,2,"P02,P08,P11,P09,P01,P12"
c3pdexs1@gmail.com,6,17,14,1,6,3,12,9,20,10,19,17,0,7,13,"P08,P11,P02,P12,P03,P15"
ukeui2i1@outlook.com,8,19,11,2,13,16,15,15,12,5,4,16,1,6,11,"P02,P06,P03,P07,P08,P05"
viumjpw1@outlook.com,15,9,19,4,0,14,16,1,2,3,19,16,6,13,8,"P03,P11,P07,P12,P01,P06"
bckrm8nr@outlook.com,18,6,0,2,3,9,7,6,7,1,5,6,8,9,6,"P01,P06,P14,P13,P07,P09"
krdq569w@outlook.com,19,11,5,16,20,3,19,20,14,0,10,5,11,19,15,"P05,P08,P01,P07,P14,P07"
privwq4q@yahoo.com,17,5,6,3,1,19,16,0,0,14,11,1,18,20,8,"P14,P06,P13,P01,P07,P10"
quj0np7u@outlook.com,11,11,14,20,17,5,5,13,16,2,13,16,8,6,17,"P04,P05,P15,P09,P12,P03"
z2qz8qy3@gmail.com,11,10,16,4,13,6,2,2,12,2,18,4,7,13,15,"P11,P03,P15,P05,P14,P09"
efw2po02@yahoo.com,8,11,20,12,15,11,0,9,0,1,12,14,20,2,3,"P03,P13,P05,P12,P04,P11"
y21znnk2@yahoo.com,20,19,20,17,12,8,10,16,19,11,11,11,16,1,0,"P01,P03,P02,P09,P04,P08"
ku7iyamb@connect.np.edu.sg,15,15,7,12,16,20,1,3,11,13,19,20,7,16,13,"P06,P12,P11,P05,P14,P01"
up69sjt3@connect.np.edu.sg,11,17,8,14,19,3,5,19,8,5,15,13,1,15,8,"P05,P08,P02,P11,P08,P04"
hq7ho54y@gmail.com,16,12,20,14,20,1,13,11,12,10,15,15,11,2,3,"P03,P05,P01,P11,P12,P04"
lq3f0n1s@yahoo.com,18,17,10,18,9,16,16,5,0,12,17,14,12,9,2,"P01,P04,P02,P11,P06,P07"
pgzh9cif@gmail.com,1,12,1,13,18,18,5,4,12,14,11,13,3,0,3,"P05,P06,P10,P04,P12,P02"
clhy2sv8@outlook.com,11,6,8,7,5,14,8,9,7,10,8,20,5,2,10,"P12,P06,P11,P10,P15,P08"
k5mzesqr@yahoo.com,13,19,17,19,17,20,0,9,19,18,15,9,9,6,8,"P06,P02,P04,P04,P10,P03"
dh9r1apc@yahoo.com,5,7,9,3,13,20,11,13,8,15,13,4,2,8,15,"P06,P10,P15,P05,P08,P11"
k6v4m9g2@gmail.com,3,6,14,0,13,4,20,10,4,1,9,19,7,1,2,"P07,P12,P03,P05,P08,P11"
y2qdyi6t@gmail.com,19,2,8,2,16,8,16,9,17,16,7,9,18,17,2,"P01,P13,P09,P14,P05,P07"
9k69u6tk@outlook.com,20,16,3,4,13,0,20,14,10,3,10,5,17,6,8,"P01,P11,P13,P02,P08,P05"
6kac1v92@outlook.com,18,13,18,19,2,19,13,11,3,8,7,18,3,19,20,"P15,P04,P06,P14,P01,P03"
ck3f58at@gmail.com,8,15,16,19,1,19,0,2,0,13,20,3,11,18,15,"P11,P04,P06,P14,P03,P02"
yxrsbsgc@connect.np.edu.sg,12,3,12,17,17,2,20,8,11,3,10,20,10,9,20,"P07,P11,P15,P04,P05,P01"
0yw617jx@yahoo.com,7,2,0,18,17,8,3,4,10,19,16,5,0,4,3,"P10,P04,P05,P11,P09,P06"
xi95mrwk@connect.np.edu.sg,14,10,20,7,0,8,8,19,15,5,16,2,1,5,1,"P03,P08,P11,P09,P01,P02"
qfgvi0hf@gmail.com,7,1,3,17,17,1,3,17,19,15,16,2,6,19,1,"P09,P14,P04,P05,P08,P11"
s66ysy6x@connect.np.edu.sg,1,5,15,14,3,4,17,8,19,20,15,15,4,15,17,"P10,P09,P07,P15,P03,P11"
v96v17vo@connect.np.edu.sg,3,17,19,14,13,2,19,12,8,16,1,5,10,1,18,"P03,P07,P15,P02,P10,P04"
bvr26u43@yahoo.com,9,12,10,18,0,20,16,7,1,19,11,2,11,19,4,"P06,P10,P14,P04,P07,P02"
h5u1kku1@connect.np.edu.sg,20,10,10,16,18,19,4,17,12,17,13,9,8,12,19,"P01,P06,P15,P05,P08,P10"
uu59njyj@gmail.com,8,2,13,0,1,8,9,7,3,18,15,4,18,20,9,"P14,P10,P13,P11,P12,P07"
wfl13c29@outlook.com,10,18,2,17,5,18,1,9,7,7,5,5,5,13,11,"P02,P14,P04,P14,P15,P01"
9trcp5o4@connect.np.edu.sg,16,7,11,16,14,3,9,11,2,4,15,6,16,3,8,"P01,P04,P13,P11,P05,P03"
xr8omjrv@gmail.com,0,6,12,5,2,9,15,17,0,1,19,5,0,20,0,"P14,P11,P08,P07,P03,P06"
xxdshecj@gmail.com,17,3,1,8,10,20,9,15,4,2,12,12,9,13,9,"P06,P01,P08,P14,P06,P12"
tlb6z10j@gmail.com,12,7,18,12,0,10,2,15,18,20,11,3,2,2,0,"P10,P03,P09,P08,P01,P04"
ayg714s6@outlook.com,12,0,5,10,19,20,14,16,4,4,5,14,15,20,15,"P06,P14,P05,P08,P13,P15"
q8o3fofm@outlook.com,15,17,2,7,14,15,7,9,8,0,18,0,0,6,12,"P11,P02,P01,P06,P05,P15"
gqxmgye7@outlook.com,5,12,19,14,0,0,11,5,13,2,1,19,14,19,7,"P03,P12,P14,P04,P13,P09"
tend9yt7@outlook.com,10,14,5,2,14,7,1,13,14,1,2,9,2,15,10,"P14,P07,P05,P09,P08,P01"
ra6m3umo@connect.np.edu.sg,5,19,7,2,6,11,13,0,5,10,8,5,15,17,20,"P15,P02,P14,P13,P07,P06"
2cfason5@gmail.com,3,7,14,19,11,11,12,19,9,9,6,12,17,6,2,"P04,P08,P13,P03,P07,P12"
be4l574r@yahoo.com,9,11,3,11,12,14,1,17,5,19,4,18,9,0,1,"P10,P12,P08,P06,P05,P02"
f9odw29d@outlook.com,8,6,7,9,19,12,9,9,10,14,9,20,9,7,13,"P12,P05,P10,P15,P06,P09"
wrddm1di@outlook.com,10,14,6,17,2,10,11,10,16,18,8,12,5,6,17,"P10,P04,P15,P09,P02,P12"
odom3wtz@connect.np.edu.sg,11,5,6,5,19,2,9,2,11,2,3,11,3,16,12,"P05,P14,P15,P01,P06,P12"
0dxes2zb@outlook.com,12,14,17,0,13,16,13,0,8,11,0,19,1,20,16,"P14,P12,P03,P06,P15,P02"
hqik590b@outlook.com,17,5,10,3,14,4,6,2,3,0,11,18,4,12,5,"P12,P01,P05,P14,P11,P03"
f1kufijg@gmail.com,20,2,4,12,8,4,16,8,10,19,14,17,3,3,10,"P01,P10,P12,P07,P11,P04"
vxdxzh4l@outlook.com,4,9,16,10,15,10,19,7,9,10,3,17,12,2,17,"P07,P12,P15,P03,P05,P13"
ybl7fa0u@outlook.com,17,3,10,19,15,9,1,9,7,14,13,9,4,19,12,"P04,P14,P01,P05,P10,P11"
sxv4cyry@yahoo.com,3,5,16,8,15,18,6,18,7,7,9,18,3,12,9,"P06,P08,P13,P03,P05,P14"
faicsy93@connect.np.edu.sg,11,9,19,9,17,20,1,8,15,9,9,7,18,16,10,"P06,P03,P13,P05,P14,P09"
51ussots@outlook.com,14,15,11,2,10,0,9,14,6,12,12,7,13,19,16,"P14,P15,P02,P01,P08,P13"
5v7m7ozo@gmail.com,18,7,8,3,10,19,7,18,17,12,15,8,1,17,16,"P06,P01,P08,P09,P14,P15"
jpjb3s80@gmail.com,8,1,0,1,9,14,15,6,18,12,8,4,8,19,0,"P14,P09,P07,P06,P10,P05"
infx0fjg@gmail.com,6,19,13,7,17,5,1,9,11,5,0,15,14,8,3,"P02,P05,P12,P13,P03,P09"
t3rvaw38@outlook.com,17,18,20,17,11,5,1,10,19,9,5,18,19,1,11,"P03,P09,P13,P02,P12,P01"
ze1lym4f@yahoo.com,14,17,12,10,17,12,2,0,8,18,13,8,2,20,15,"P13,P10,P02,P05,P15,P01"
58g5j1n1@gmail.com,20,15,11,15,12,19,1,16,18,16,17,17,1,4,20,"P01,P15,P06,P09,P11,P12"
eg9akvyk@connect.np.edu.sg,0,19,16,7,2,6,0,3,5,15,4,18,15,20,2,"P14,P02,P12,P03,P10,P13"
ghcgne0r@outlook.com,4,11,8,9,20,8,7,19,4,3,4,5,18,2,13,"P05,P08,P13,P15,P02,P04"
xx2f0bbm@gmail.com,11,13,1,8,3,19,17,18,13,9,8,14,9,20,5,"P14,P06,P08,P07,P12,P02"
v5rba6iy@gmail.com,3,4,2,14,18,17,6,1,18,17,14,13,3,10,1,"P05,P09,P06,P10,P04,P11"
ellp6yar@outlook.com,1,6,20,13,6,3,8,5,8,5,8,7,6,10,13,"P03,P04,P15,P14,P07,P09"
qi61fo7i@connect.np.edu.sg,1,8,4,19,4,0,16,15,3,13,14,20,13,7,12,"P12,P04,P07,P08,P11,P10"
glsb2wqq@connect.np.edu.sg,9,9,5,20,16,13,10,1,5,0,16,2,7,10,18,"P04,P15,P13,P11,P06,P07"
trv479gx@connect.np.edu.sg,15,7,0,16,15,13,18,8,14,1,9,16,20,3,18,"P13,P07,P15,P04,P12,P01"
6rq9hdbd@connect.np.edu.sg,5,9,0,3,7,11,15,4,3,5,11,3,3,13,5,"P07,P14,P06,P11,P02,P05"
dbhfgdli@connect.np.edu.sg,11,9,15,4,15,17,15,11,18,7,14,5,7,7,7,"P09,P06,P03,P05,P07,P11"
jjrvs29p@connect.np.edu.sg,13,0,6,5,4,18,7,5,6,12,5,20,1,5,13,"P12,P06,P01,P15,P10,P07"
tmtwgu8y@gmail.com,17,14,19,17,12,4,1,18,13,8,15,11,8,18,18,"P03,P08,P14,P15,P01,P04"
cue0sd3r@outlook.com,2,8,10,10,5,18,7,12,17,10,16,3,1,3,6,"P06,P09,P11,P08,P03,P04"
wc1lsf33@outlook.com,18,18,9,14,7,3,18,1,20,4,15,1,10,1,17,"P09,P01,P02,P07,P15,P11"
a10yavuq@yahoo.com,9,1,17,8,5,1,8,20,20,12,15,5,17,3,8,"P08,P09,P02,P13,P11,P10"
kfk6ex7i@yahoo.com,3,12,18,10,12,2,13,18,12,17,1,3,12,6,1,"P03,P08,P10,P13,P02,P05"
vj0kbfng@yahoo.com,12,19,13,17,10,4,4,7,17,12,19,19,19,19,4,"P02,P11,P12,P13,P14,P04"
hvx0w2ny@outlook.com,8,17,4,7,2,19,0,1,15,8,7,3,12,14,20,"P15,P06,P02,P09,P14,P13"
wvdk2rkt@outlook.com,0,14,18,10,2,15,0,0,10,1,5,4,19,3,18,"P13,P04,P15,P06,P02,P04"
adrfsvi0@yahoo.com,6,20,9,2,19,10,2,4,19,18,15,15,3,1,17,"P02,P05,P09,P10,P15,P11"
wliq9wcy@outlook.com,9,13,14,1,14,11,2,14,16,1,3,18,3,14,6,"P12,P09,P03,P05,P08,P14"
nfa47uft@outlook.com,14,9,2,0,9,12,3,19,9,11,20,15,0,11,13,"P11,P08,P12,P01,P15,P06"
p4v922cl@connect.np.edu.sg,16,12,7,11,6,9,9,11,14,2,17,15,15,9,14,"P11,P01,P12,P13,P09,P15"
3j1gd504@gmail.com,7,6,13,12,17,14,1,8,17,4,13,1,12,13,18,"P15,P05,P09,P06,P05,P11"
q0kg3o37@gmail.com,0,4,2,4,14,5,2,13,13,16,2,10,12,3,12,"P10,P05,P08,P05,P13,P15"
i0h187s9@yahoo.com,12,13,5,12,5,19,9,7,11,3,6,8,15,19,12,"P06,P14,P13,P02,P01,P04"
hakqia7t@outlook.com,14,0,5,20,19,2,14,16,14,19,9,14,1,20,17,"P04,P11,P05,P10,P15,P08"
j4sp01z4@connect.np.edu.sg,3,11,17,11,7,6,17,12,1,1,3,3,9,15,6,"P03,P07,P14,P08,P02,P04"
huoxve1q@yahoo.com,13,0,15,18,17,7,8,12,6,16,19,12,7,8,0,"P11,P04,P11,P10,P03,P01"
659rizei@yahoo.com,16,11,13,2,0,9,1,4,17,6,10,19,13,11,0,"P12,P09,P01,P03,P13,P02"
x0ejbzm3@yahoo.com,19,8,17,16,15,15,17,8,1,6,15,11,19,12,3,"P01,P13,P03,P07,P04,P05"
yeppkt3x@connect.np.edu.sg,19,18,1,5,18,7,7,10,12,2,14,10,9,17,1,"P01,P02,P05,P14,P11,P09"
1j7qy74p@gmail.com,20,11,10,19,4,1,2,11,6,9,6,1,17,10,10,"P01,P04,P13,P02,P08,P03"
yx31n9uf@gmail.com,3,15,14,7,7,13,10,14,19,20,18,5,11,7,13,"P10,P09,P11,P02,P03,P08"
42ytn6zu@connect.np.edu.sg,4,8,2,10,19,19,19,13,16,13,20,3,16,19,12,"P04,P05,P06,P07,P14,P09"
5hjymbcp@outlook.com,12,14,10,15,8,6,7,5,16,15,19,18,12,7,2,"P11,P12,P09,P04,P10,P02"
44missvj@outlook.com,18,11,17,12,9,1,19,20,7,6,15,7,15,16,7,"P08,P07,P01,P03,P14,P11"
u7q47d7h@yahoo.com,9,19,1,17,7,11,10,5,5,16,16,9,19,13,15,"P02,P03,P04,P10,P11,P15"
uyfz677q@connect.np.edu.sg,1,14,8,8,8,17,9,9,10,0,9,11,19,15,19,"P12,P15,P06,P14,P02,P12"
lxqa6aqg@connect.np.edu.sg,8,6,17,7,12,2,14,7,2,10,20,20,9,9,17,"P11,P01,P03,P15,P07,P05"
tzj2b235@connect.np.edu.sg,15,15,12,8,9,11,17,3,19,19,12,8,6,7,3,"P09,P10,P07,P01,P02,P03"
serjkrfc@connect.np.edu.sg,1,15,7,18,18,20,5,17,4,1,4,1,17,13,0,"P06,P04,P05,P08,P13,P02"
pbpr3owh@outlook.com,19,14,16,10,18,16,15,11,4,17,5,15,12,10,19,"P01,P15,P05,P10,P03,P06"
gym6lim5@outlook.com,3,9,12,6,12,4,14,16,9,5,15,7,7,17,15,"P14,P08,P11,P15,P07,P03"
bx969rpt@gmail.com,5,5,2,7,13,17,0,2,14,15,9,20,12,8,17,"P12,P06,P15,P10,P09,P05"
4ld7q1jd@outlook.com,12,14,1,16,1,8,7,17,10,1,0,0,11,7,4,"P08,P04,P02,P01,P13,P09"
hjjfurhn@gmail.com,3,12,1,18,17,19,17,3,2,3,12,1,7,7,11,"P06,P04,P05,P07,P02,P11"
su386b0x@gmail.com,19,7,1,4,1,17,6,10,10,16,8,8,19,3,9,"P01,P13,P06,P10,P08,P09"
n2k6vq8c@connect.np.edu.sg,10,8,6,10,1,1,20,18,8,11,13,5,17,10,3,"P07,P08,P13,P11,P04,P01"
my5e7zpe@yahoo.com,6,8,6,18,13,6,1,4,20,14,8,4,2,19,19,"P09,P14,P15,P04,P10,P05"
viuitbxt@gmail.com,12,19,16,17,1,10,0,3,16,5,12,4,10,17,10,"P02,P04,P14,P03,P09,P01"
g26qgw41@yahoo.com,8,11,6,9,20,19,9,1,1,13,15,4,12,3,2,"P05,P06,P11,P10,P13,P02"
1ud1q4nf@gmail.com,11,18,2,11,12,18,10,2,15,0,19,4,6,2,8,"P11,P02,P06,P09,P05,P01"
rfbtewxy@outlook.com,1,12,2,14,19,20,6,8,5,8,8,15,13,10,2,"P06,P05,P12,P04,P13,P02"
tv6nmkdf@outlook.com,12,12,15,16,15,19,15,8,18,16,11,12,10,11,10,"P06,P09,P04,P10,P03,P05"
desogduk@yahoo.com,20,18,11,8,16,0,7,20,0,18,11,17,19,18,0,"P01,P08,P13,P02,P10,P14"
39si9vf5@gmail.com,8,7,17,4,9,0,4,6,6,19,9,5,19,14,3,"P10,P13,P03,P14,P05,P11"
k0ezgz3p@connect.np.edu.sg,5,2,4,6,4,8,7,0,15,6,13,14,16,20,14,"P14,P13,P09,P12,P15,P11"
