Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
fu3xrbcy@connect.np.edu.sg,3,9,1,14,8,2,7,10,20,12,19,2,20,1,11,"P09,P13,P11,P04,P10,P15"
lr5qxfw5@yahoo.com,19,9,10,7,9,5,18,13,10,4,8,7,12,2,1,"P01,P07,P08,P13,P03,P09"
1kqavgks@outlook.com,10,6,8,18,14,5,12,7,6,16,11,14,7,16,18,"P04,P15,P10,P14,P05,P12"
cfh38kk9@yahoo.com,17,7,8,1,13,17,1,16,5,18,13,13,13,18,2,"P10,P14,P01,P06,P08,P05"
3hhxmji6@gmail.com,14,4,9,1,19,18,18,2,11,9,11,6,6,3,8,"P05,P06,P07,P09,P09,P11"
2q3ni81s@connect.np.edu.sg,1,5,10,15,13,11,2,5,17,7,11,14,10,7,4,"P09,P04,P12,P05,P06,P11"
m8xlil69@yahoo.com,1,2,12,20,4,18,0,1,8,8,7,13,19,7,15,"P04,P13,P06,P15,P12,P03"
wh3atpa6@yahoo.com,5,16,14,14,7,5,20,12,17,3,12,8,16,12,1,"P07,P09,P02,P13,P03,P04"
cnhkc06h@connect.np.edu.sg,12,17,8,12,4,18,3,3,13,12,18,18,12,13,3,"P06,P11,P12,P02,P09,P14"
axjkxrgw@connect.np.edu.sg,0,19,20,20,5,20,15,7,6,0,2,6,8,5,2,"P03,P04,P06,P02,P07,P13"
wdn0gkct@connect.np.edu.sg,8,0,18,9,1,15,10,5,1,7,8,0,9,20,3,"P14,P03,P06,P07,P10,P13"
n4ogemxv@gmail.com,16,16,13,17,4,18,1,11,15,0,3,13,14,18,2,"P06,P14,P04,P01,P02,P09"
s3eol3nh@gmail.com,1,12,14,0,16,10,3,17,18,17,2,4,12,18,13,"P09,P14,P08,P10,P05,P03"
b9p5trv7@gmail.com,2,20,4,12,3,5,1,4,15,20,16,2,10,0,16,"P02,P10,P02,P15,P09,P04"
2ca7imiw@yahoo.com,10,11,6,1,1,15,13,11,16,10,14,10,19,20,8,"P14,P13,P09,P06,P11,P07"
74aij3bu@yahoo.com,13,3,2,14,1,5,8,7,13,7,17,13,3,11,5,"P11,P04,P01,P09,P12,P14"
9np07zat@connect.np.edu.sg,15,18,6,0,2,6,20,16,5,18,13,8,17,9,1,"P07,P02,P10,P13,P04,P01"
itmk3r7m@gmail.com,3,1,20,20,6,17,16,3,19,2,0,3,4,14,2,"P03,P04,P09,P07,P07,P14"
ys58t0c6@gmail.com,11,10,2,16,13,10,18,18,16,14,7,9,10,5,11,"P07,P08,P04,P09,P10,P05"
z4tr1hrq@outlook.com,3,4,0,10,7,16,1,2,9,11,13,6,17,0,8,"P13,P05,P11,P10,P04,P09"
cmrh9f9i@connect.np.edu.sg,13,17,1,17,19,2,20,0,13,18,13,14,17,3,10,"P10,P05,P10,P02,P04,P13"
22m1btgp@yahoo.com,0,6,11,3,11,5,15,8,20,3,0,9,4,3,8,"P09,P07,P03,P05,P12,P08"
ll6oi32n@gmail.com,0,6,11,17,13,20,8,5,7,4,13,19,14,12,6,"P06,P12,P04,P13,P05,P11"
8qg4iti9@yahoo.com,3,1,12,13,5,2,19,10,3,14,1,6,7,19,0,"P07,P14,P10,P04,P08,P08"
aavnloh7@connect.np.edu.sg,19,0,4,20,8,16,11,17,15,10,12,8,10,5,11,"P04,P01,P08,P06,P09,P11"
bohkmxda@yahoo.com,2,18,2,4,2,6,0,6,6,13,16,17,7,5,13,"P02,P12,P11,P10,P15,P13"
vr8dge7y@outlook.com,0,0,19,4,1,20,6,0,19,17,18,18,18,15,11,"P06,P03,P15,P11,P12,P13"
igmt7p5y@connect.np.edu.sg,17,15,2,16,1,20,16,13,18,0,4,10,5,18,20,"P06,P15,P09,P14,P01,P04"
7g4t6ozy@yahoo.com,11,7,6,13,6,6,18,2,10,0,17,6,19,17,4,"P13,P07,P11,P14,P04,P01"
cdueda12@outlook.com,15,19,16,13,17,4,16,16,10,12,4,18,6,3,5,"P02,P12,P05,P03,P07,P08"
qc26ofpu@connect.np.edu.sg,13,14,12,2,8,12,15,6,5,18,2,0,10,10,18,"P10,P15,P07,P02,P01,P03"
ef7fcuvl@outlook.com,9,1,14,6,10,15,1,3,5,6,10,11,10,20,20,"P14,P15,P06,P03,P12,P05"
th93ufnj@yahoo.com,15,6,15,16,10,4,13,12,6,5,19,11,14,11,2,"P11,P04,P01,P03,P13,P07"
n2mq9obw@gmail.com,6,3,17,4,7,12,13,0,0,7,11,2,10,1,14,"P03,P15,P07,P06,P05,P13"
s529tmmi@connect.np.edu.sg,12,12,14,1,14,7,15,15,20,4,20,10,7,6,20,"P09,P11,P15,P07,P08,P03"
jk6xcr14@outlook.com,0,20,0,3,5,8,15,1,7,6,11,17,7,3,18,"P02,P15,P12,P07,P14,P06"
ocxeryja@gmail.com,18,15,20,15,16,4,16,11,17,16,14,4,11,2,13,"P03,P01,P09,P05,P07,P10"
b0kgi57h@connect.np.edu.sg,0,11,1,4,2,11,18,5,15,20,0,5,20,13,4,"P10,P13,P07,P09,P14,P02"
ymghv9n8@gmail.com,1,1,8,5,20,9,10,5,18,18,8,19,18,12,19,"P05,P12,P15,P09,P10,P13"
sj4q2nna@gmail.com,4,20,16,16,0,15,1,1,7,6,17,4,18,13,12,"P13,P13,P11,P03,P04,P06"
l0zoc76h@outlook.com,9,20,20,13,15,7,11,0,9,16,20,13,13,0,7,"P02,P03,P11,P10,P05,P04"
q1e7a2lh@outlook.com,0,2,10,20,15,2,6,7,19,11,10,2,8,20,18,"P04,P14,P09,P15,P05,P10"
k8b2ywqc@outlook.com,8,6,19,8,5,6,14,8,4,12,20,17,15,11,18,"P11,P03,P15,P12,P13,P07"
trujzjb1@connect.np.edu.sg,17,14,8,19,4,10,15,0,19,13,3,0,14,20,8,"P14,P04,P09,P01,P07,P02"
4sv19q72@connect.np.edu.sg,0,1,7,9,20,1,17,20,11,2,8,19,6,9,17,"P05,P08,P12,P07,P15,P09"
dgxo2bl5@outlook.com,5,16,14,11,5,9,20,18,13,9,16,20,2,5,20,"P07,P12,P15,P08,P02,P12"
pd4121v2@connect.np.edu.sg,14,0,19,0,19,20,3,14,19,9,3,19,4,18,18,"P06,P03,P05,P09,P12,P14"
qlpt0st3@connect.np.edu.sg,17,17,2,5,12,6,8,10,5,8,20,15,19,9,8,"P11,P13,P01,P02,P12,P05"
2jzywybg@yahoo.com,11,18,7,16,18,19,7,12,3,20,15,14,12,8,12,"P10,P06,P02,P05,P04,P11"
g8yfols2@gmail.com,15,18,12,8,18,6,20,15,0,15,4,7,15,15,10,"P07,P02,P05,P01,P08,P10"
oykve72w@yahoo.com,11,20,0,3,9,7,9,1,11,12,5,4,0,7,1,"P02,P10,P01,P09,P05,P07"
tpj4d7ie@gmail.com,11,14,12,9,1,9,7,15,14,14,16,10,5,2,19,"P15,P11,P08,P02,P09,P10"
927nqae9@yahoo.com,13,2,12,15,19,3,3,12,11,8,20,0,13,20,6,"P06,P14,P05,P04,P01,P13"
wbttkv3k@yahoo.com,5,8,13,1,5,7,19,14,16,4,20,8,14,19,14,"P11,P07,P14,P09,P08,P13"
m15l07gf@yahoo.com,17,12,2,20,20,17,6,5,12,13,17,13,4,17,12,"P04,P05,P01,P06,P11,P14"
jo6ynzf5@connect.np.edu.sg,0,13,6,1,8,20,4,17,4,3,19,13,0,12,12,"P06,P11,P08,P02,P12,P14"
bum2h9qo@outlook.com,1,11,12,14,3,19,17,4,6,10,13,3,1,0,12,"P06,P07,P04,P11,P03,P15"
xwc64ixa@outlook.com,10,8,1,6,0,14,10,2,10,3,8,12,9,4,20,"P15,P06,P12,P01,P07,P08"
r61jwja6@connect.np.edu.sg,11,11,14,19,3,18,5,14,19,18,12,12,8,3,20,"P15,P04,P09,P06,P10,P03"
tg9vejn0@outlook.com,10,8,18,17,11,5,12,20,3,8,12,2,9,10,2,"P08,P03,P04,P07,P11,P05"
3hyqu4if@connect.np.edu.sg,17,6,17,17,16,13,20,20,2,7,6,20,14,10,15,"P07,P08,P12,P01,P03,P04"
8a70bkr9@connect.np.edu.sg,19,1,15,1,2,16,5,4,18,9,10,10,13,16,6,"P01,P09,P06,P14,P03,P06"
pzb3lsh9@yahoo.com,3,12,5,5,12,14,14,18,0,11,1,11,2,15,8,"P08,P14,P06,P07,P02,P05"
zif5vhqn@yahoo.com,13,11,1,3,17,4,6,8,15,20,19,7,18,13,9,"P10,P11,P13,P05,P09,P01"
bpapcckg@connect.np.edu.sg,19,11,9,9,15,10,13,13,7,0,14,9,0,18,1,"P01,P14,P05,P11,P07,P08"
vkvwwqeh@gmail.com,18,1,18,8,3,3,15,14,17,4,5,6,15,12,4,"P01,P03,P09,P07,P13,P01"
ijwhjqmy@yahoo.com,18,12,18,18,17,17,17,0,8,15,0,0,4,7,15,"P01,P03,P04,P05,P06,P07"
yv9v0wwq@outlook.com,12,10,3,13,1,18,15,15,5,0,18,4,2,11,18,"P06,P11,P15,P07,P08,P04"
716trv4f@yahoo.com,14,5,10,14,3,14,17,13,13,7,16,5,15,14,13,"P07,P11,P13,P01,P04,P06"
syo5w52n@gmail.com,16,8,1,7,9,20,0,7,4,8,4,4,6,4,5,"P06,P01,P05,P02,P10,P04"
m0sbfdwj@yahoo.com,0,0,3,13,15,11,8,7,3,0,14,9,15,12,10,"P05,P13,P11,P04,P14,P06"
0gz1wlbq@yahoo.com,18,16,13,1,2,2,6,1,17,3,14,5,7,17,4,"P01,P09,P14,P02,P11,P03"
3tc32vbt@gmail.com,5,20,16,16,0,18,11,8,11,19,1,10,14,0,4,"P02,P10,P06,P03,P04,P13"
ndx5atin@yahoo.com,18,17,3,18,7,13,10,13,17,14,1,4,18,15,10,"P01,P04,P13,P02,P09,P14"
zc8kl0pq@gmail.com,8,16,12,9,0,15,4,9,10,2,1,2,13,2,13,"P02,P06,P13,P15,P03,P09"
v6oh6aix@gmail.com,19,0,15,6,4,8,5,9,14,16,6,0,12,1,1,"P01,P10,P03,P09,P13,P08"
zun511r1@connect.np.edu.sg,3,3,7,11,19,9,12,5,11,2,12,7,4,11,0,"P05,P07,P11,P04,P09,P14"
hqazfl4n@outlook.com,2,18,16,8,17,4,15,13,17,17,15,17,15,5,10,"P02,P05,P09,P10,P12,P03"
g4v4dzs8@connect.np.edu.sg,4,4,17,2,20,10,7,17,20,4,4,19,7,20,14,"P05,P09,P14,P12,P03,P08"
v8uu25yo@gmail.com,17,19,1,17,20,20,20,6,13,10,4,15,0,9,13,"P05,P06,P07,P02,P01,P04"
r9a5nfrs@connect.np.edu.sg,20,2,5,10,4,15,13,18,13,6,10,4,14,16,18,"P01,P08,P15,P14,P06,P13"
8q5ry00g@connect.np.edu.sg,16,5,0,5,14,13,4,4,17,0,16,1,0,9,20,"P15,P09,P01,P11,P05,P06"
3oday1dr@gmail.com,4,4,17,10,0,8,6,7,8,16,11,6,3,12,20,"P15,P03,P10,P14,P11,P04"
68m94ygp@outlook.com,11,13,2,4,15,18,12,5,14,7,14,13,3,11,19,"P15,P06,P05,P09,P11,P02"
3yf856n3@outlook.com,0,0,7,12,15,0,4,1,11,18,0,13,9,7,18,"P10,P15,P05,P12,P08,P09"
6cs1ylwh@outlook.com,19,4,12,13,7,11,0,4,8,14,12,14,14,16,11,"P01,P14,P10,P12,P13,P04"
zxew2tp7@gmail.com,16,17,5,0,11,2,6,20,1,18,17,3,18,10,11,"P08,P10,P13,P02,P11,P01"
9sw00ms5@connect.np.edu.sg,0,5,5,16,20,18,13,4,19,5,3,0,20,9,13,"P05,P13,P09,P06,P04,P07"
oqnp84v3@outlook.com,3,12,18,15,4,5,4,6,17,2,17,18,11,2,4,"P03,P12,P09,P11,P04,P02"
lbou5n01@yahoo.com,8,15,2,18,15,19,0,9,6,2,16,2,18,13,18,"P06,P04,P13,P15,P11,P02"
uvhz5150@gmail.com,8,9,13,1,12,18,14,18,17,4,12,17,5,1,12,"P06,P08,P09,P12,P07,P03"
g7aoiffu@outlook.com,19,17,9,2,12,8,16,3,4,4,12,20,1,2,12,"P12,P14,P02,P07,P05,P11"
afb7qlaq@connect.np.edu.sg,18,9,19,2,18,15,9,6,5,0,11,11,11,7,9,"P03,P01,P05,P08,P11,P12"
aut2uoy7@connect.np.edu.sg,12,7,6,6,0,14,12,4,12,3,17,1,10,5,16,"P11,P15,P06,P01,P07,P09"
6lnzc3ew@yahoo.com,1,9,1,18,3,0,0,13,3,8,16,2,6,13,14,"P04,P11,P15,P08,P14,P02"
a0jh0euj@connect.np.edu.sg,13,18,19,0,19,19,7,6,10,9,11,14,16,1,15,"P03,P05,P06,P02,P13,P15"
8u6idq9p@connect.np.edu.sg,16,5,3,13,1,19,2,0,7,10,8,7,10,1,16,"P06,P01,P15,P04,P10,P13"
dclwp1jx@outlook.com,3,10,9,12,17,20,8,17,5,2,13,0,3,18,18,"P06,P14,P15,P05,P08,P11"
j7gu80jj@connect.np.edu.sg,3,7,20,3,11,12,3,19,9,11,20,18,17,3,20,"P03,P11,P15,P08,P06,P13"
038licxd@connect.np.edu.sg,5,1,18,12,20,20,20,9,18,11,6,15,12,18,3,"P05,P06,P07,P03,P09,P14"
i415e9f4@outlook.com,1,8,20,20,10,6,14,11,19,4,14,20,12,8,17,"P03,P04,P12,P09,P15,P07"
s315jc2g@outlook.com,7,12,11,20,7,2,18,2,11,14,12,13,3,15,9,"P04,P07,P14,P10,P12,P02"
311v7utn@outlook.com,2,0,5,11,11,5,2,18,2,7,10,15,6,7,19,"P15,P08,P12,P04,P05,P11"
b186aiml@outlook.com,14,6,18,9,18,2,12,19,9,5,17,14,3,18,8,"P08,P03,P05,P07,P11,P01"
9j4oeeqr@connect.np.edu.sg,2,5,6,16,15,16,19,2,14,12,7,6,19,0,9,"P07,P13,P04,P06,P05,P09"
tkaqpg0x@yahoo.com,19,15,9,18,18,5,6,19,12,15,20,12,10,5,18,"P11,P01,P08,P04,P05,P15"
9pn1lb2l@outlook.com,19,1,2,12,1,18,3,7,0,10,8,7,9,17,15,"P01,P06,P14,P07,P04,P10"
orgja65h@outlook.com,12,1,7,3,8,19,13,13,2,10,9,13,1,2,14,"P06,P15,P07,P08,P12,P01"
2acu9r5n@connect.np.edu.sg,17,7,17,12,14,0,3,0,14,8,16,14,10,3,9,"P01,P03,P11,P05,P09,P12"
9076xd01@connect.np.edu.sg,14,14,16,1,2,8,9,8,17,13,12,20,18,1,1,"P12,P13,P09,P03,P01,P02"
zzu00prq@yahoo.com,11,15,20,10,16,10,20,19,4,3,18,13,9,15,7,"P03,P07,P08,P11,P05,P02"
eohkzlfk@outlook.com,15,0,17,11,11,5,15,19,1,18,11,1,13,11,1,"P08,P10,P03,P01,P07,P13"
kvha8w84@yahoo.com,13,12,17,1,17,11,8,0,0,12,17,18,14,6,9,"P12,P03,P05,P11,P13,P01"
6rbd3ywb@gmail.com,9,15,15,1,20,8,18,1,13,18,2,6,19,8,2,"P05,P13,P07,P10,P02,P03"
p9ulo1y9@outlook.com,7,14,17,14,10,18,12,14,18,15,2,8,11,4,16,"P06,P09,P03,P15,P10,P02"
durkz5du@yahoo.com,20,15,17,11,8,10,10,7,17,0,0,5,8,1,8,"P01,P03,P09,P02,P04,P06"
gynygbq5@connect.np.edu.sg,11,0,5,13,1,7,7,0,7,17,14,3,17,0,16,"P10,P13,P15,P11,P04,P01"
1m9k2t3u@connect.np.edu.sg,20,8,3,8,18,10,10,10,6,2,10,4,3,4,11,"P11,P05,P15,P06,P07,P08"
rojl4p4o@gmail.com,17,6,9,18,12,20,13,10,10,7,1,17,8,0,9,"P06,P04,P01,P12,P07,P05"
m6jjf2c5@outlook.com,14,14,20,17,16,7,7,19,5,9,2,13,4,9,15,"P03,P08,P04,P05,P06,P01"
tkcm0tcr@yahoo.com,13,4,5,6,10,7,3,14,3,8,4,17,16,12,19,"P15,P12,P13,P08,P01,P14"
5yrd2153@outlook.com,5,11,8,15,14,3,7,2,11,17,20,14,18,18,3,"P11,P13,P14,P10,P04,P05"
mkde41iw@connect.np.edu.sg,7,6,17,17,7,19,20,13,20,0,11,14,12,20,18,"P07,P09,P14,P06,P15,P03"
wtrf9chu@gmail.com,9,12,6,20,7,4,0,11,6,13,2,20,16,2,14,"P04,P12,P13,P15,P10,P02"
ilbrt7yh@connect.np.edu.sg,7,0,6,3,12,15,13,13,7,12,1,0,12,14,0,"P06,P14,P07,P08,P05,P10"
rxzo3n77@connect.np.edu.sg,17,3,7,13,15,1,0,0,2,13,17,0,3,13,9,"P01,P11,P05,P04,P10,P14"
3gfcotxk@yahoo.com,16,0,7,1,13,19,0,12,15,14,2,6,11,11,3,"P06,P01,P09,P10,P05,P08"
2k51quvq@connect.np.edu.sg,20,1,1,3,6,8,5,10,11,8,5,16,20,2,16,"P01,P13,P12,P04,P09,P08"
hv1qr2eu@outlook.com,12,1,16,0,17,9,20,5,15,7,2,10,13,20,5,"P07,P14,P05,P03,P09,P13"
5irhfwol@connect.np.edu.sg,12,7,9,14,6,13,0,14,11,18,14,15,6,18,0,"P10,P14,P12,P04,P08,P11"
y4jwxwp4@connect.np.edu.sg,13,3,19,2,0,14,16,16,0,10,9,17,17,2,10,"P03,P12,P13,P07,P08,P06"
msxa6i83@gmail.com,13,11,13,14,5,0,15,5,9,2,4,8,13,3,5,"P07,P04,P01,P03,P13,P02"
9x92eu03@gmail.com,16,7,0,11,8,20,3,2,5,3,11,0,9,19,20,"P06,P15,P14,P01,P04,P03"
0u12ema2@connect.np.edu.sg,19,6,9,18,17,10,15,5,15,13,20,1,10,20,9,"P11,P14,P01,P04,P05,P07"
pda67x9f@gmail.com,18,5,19,12,7,10,3,4,5,4,0,19,12,16,17,"P03,P12,P01,P15,P14,P04"
hcaz7ryy@outlook.com,11,9,7,7,17,7,6,14,1,8,16,8,17,14,11,"P05,P13,P11,P11,P14,P01"
t1cghd4j@yahoo.com,1,5,17,17,10,18,18,11,2,15,7,17,1,10,7,"P06,P07,P03,P04,P12,P10"
ohuv9wib@outlook.com,2,12,6,13,15,16,0,3,7,2,17,19,14,1,0,"P12,P11,P06,P05,P13,P04"
ds82tord@outlook.com,12,12,17,5,1,15,20,0,1,7,17,5,13,6,15,"P07,P03,P11,P06,P15,P13"
6w7gv4mc@outlook.com,4,4,16,2,8,8,13,14,14,18,15,7,6,0,1,"P10,P03,P11,P08,P09,P07"
r1zon90v@connect.np.edu.sg,10,5,2,19,6,18,11,17,14,4,7,4,8,16,15,"P04,P06,P08,P14,P15,P09"
l37r62w8@yahoo.com,8,15,5,19,8,8,13,20,19,1,10,16,4,4,16,"P08,P04,P09,P12,P15,P02"
yrbcrucc@connect.np.edu.sg,10,19,3,2,6,13,4,8,3,12,18,17,13,1,3,"P02,P11,P12,P06,P04,P10"
ovhleqmd@outlook.com,5,17,18,11,4,20,17,3,13,1,17,12,14,12,8,"P06,P03,P02,P07,P11,P13"
myxf1ih7@connect.np.edu.sg,12,0,20,8,10,19,12,3,11,11,10,15,6,1,20,"P03,P15,P06,P12,P01,P07"
0ykuboy1@gmail.com,7,0,20,19,4,8,19,20,10,17,0,19,10,9,3,"P03,P08,P04,P07,P12,P10"
cf6kwg7t@outlook.com,12,17,18,13,2,2,6,18,0,0,13,0,14,13,6,"P03,P08,P02,P13,P04,P11"
5mqstryd@outlook.com,11,18,2,19,15,7,11,20,3,5,6,10,15,0,19,"P08,P04,P15,P02,P05,P13"
cdxhiern@yahoo.com,18,7,8,5,9,14,12,11,3,16,0,0,11,15,11,"P01,P09,P14,P06,P07,P08"
hok2kmk2@gmail.com,10,6,4,6,11,19,5,17,10,16,10,7,14,13,17,"P06,P08,P15,P10,P13,P14"
jh15n3ob@gmail.com,8,17,0,17,16,0,2,5,19,12,5,13,17,14,2,"P09,P02,P04,P13,P05,P14"
86jua0ub@gmail.com,7,17,14,12,3,4,20,1,18,8,9,6,8,2,10,"P07,P09,P02,P03,P04,P15"
7gududsq@gmail.com,18,14,11,5,7,1,1,0,6,3,16,16,6,3,14,"P01,P11,P12,P02,P15,P03"
q6ljp3su@outlook.com,18,0,15,8,11,15,20,12,17,2,18,2,5,0,16,"P07,P01,P11,P09,P15,P03"
vjloa75l@connect.np.edu.sg,14,5,2,13,11,2,8,18,12,2,7,2,13,17,14,"P08,P14,P01,P15,P04,P13"
vmfrl61e@gmail.com,2,6,17,10,0,13,0,1,6,15,17,13,17,18,12,"P14,P03,P11,P13,P10,P06"
fdqx0f7z@outlook.com,14,8,0,0,12,6,7,0,15,19,5,10,12,0,11,"P10,P09,P01,P05,P13,P15"
u0vslpu7@connect.np.edu.sg,16,18,9,4,18,17,17,13,15,8,19,8,18,2,7,"P11,P02,P05,P13,P06,P07"
ymcnv0ns@outlook.com,1,11,4,4,14,12,9,13,11,10,8,20,8,6,13,"P12,P05,P08,P15,P06,P02"
uanxmh97@outlook.com,16,7,3,9,4,16,18,17,2,15,20,5,2,11,3,"P11,P02,P08,P01,P06,P10"
qat4f79q@connect.np.edu.sg,20,19,19,16,16,7,19,10,16,2,16,18,17,13,11,"P01,P02,P03,P07,P12,P13"
qucf02nd@connect.np.edu.sg,6,4,11,0,2,8,8,20,8,17,16,20,8,15,14,"P08,P12,P10,P11,P14,P15"
ucb5t9yv@yahoo.com,10,12,9,4,20,16,10,1,16,13,20,15,7,15,8,"P05,P11,P06,P09,P12,P14"
chefd3wl@connect.np.edu.sg,1,6,7,0,19,12,8,3,0,12,13,0,13,9,3,"P05,P11,P13,P06,P10,P14"
cau4abko@connect.np.edu.sg,6,9,16,20,5,19,3,20,18,15,0,10,18,1,6,"P04,P13,P06,P09,P13,P03"
0fnp7w5v@outlook.com,3,15,12,1,7,13,15,20,0,6,12,20,6,0,20,"P08,P12,P15,P02,P07,P06"
uvemlapo@yahoo.com,8,17,4,12,2,10,13,17,18,15,18,13,5,19,20,"P15,P14,P09,P11,P02,P08"
t60zvooe@gmail.com,5,10,13,5,6,11,20,12,18,15,1,1,16,6,19,"P07,P15,P09,P13,P10,P03"
dufxe59r@yahoo.com,1,18,12,14,11,0,8,20,1,6,5,3,18,6,7,"P08,P02,P13,P04,P03,P05"
d0l3ea4t@yahoo.com,11,6,12,6,10,7,8,15,19,12,14,3,9,19,9,"P09,P14,P08,P11,P03,P10"
4uzad87x@yahoo.com,16,14,3,18,3,5,18,8,17,18,12,10,2,14,16,"P04,P07,P10,P09,P01,P15"
j0abipci@outlook.com,13,10,16,7,19,12,2,0,2,9,12,19,1,16,13,"P05,P12,P03,P14,P01,P15"
36a0z80m@outlook.com,11,16,7,1,7,1,9,1,13,9,1,10,4,2,1,"P02,P09,P01,P12,P07,P10"
ixhe6eps@gmail.com,1,1,2,3,12,5,11,20,11,15,10,1,16,7,9,"P08,P13,P10,P05,P01,P09"
dz5r7gai@connect.np.edu.sg,0,10,13,3,5,8,16,11,20,16,12,9,18,1,1,"P09,P13,P07,P10,P03,P11"
jn2k4zz6@outlook.com,9,1,15,3,5,6,0,9,1,0,8,0,19,3,14,"P13,P03,P15,P01,P08,P11"
4x4je90v@yahoo.com,9,11,10,13,6,16,15,12,11,19,19,16,9,2,0,"P10,P11,P06,P12,P07,P06"
6x77gu2u@yahoo.com,20,17,18,14,13,20,4,14,4,16,19,11,10,1,15,"P01,P06,P11,P03,P02,P10"
dvjs5539@outlook.com,6,19,5,8,9,13,13,0,13,5,19,2,16,5,11,"P02,P11,P13,P06,P07,P10"
jlvoah86@yahoo.com,3,19,8,16,3,15,17,11,16,6,14,0,2,17,13,"P02,P07,P14,P04,P09,P06"
zs2r7inz@yahoo.com,4,18,18,10,14,16,18,0,1,4,3,19,19,17,6,"P12,P13,P02,P03,P07,P14"
ybdicqm0@gmail.com,2,17,13,5,4,20,16,8,16,17,3,20,5,0,6,"P06,P12,P02,P10,P07,P09"
p8ljsok5@gmail.com,6,4,1,2,1,14,0,19,11,5,20,6,18,0,6,"P11,P08,P13,P06,P09,P01"
z171gu32@yahoo.com,1,14,11,0,18,9,5,11,17,9,1,1,3,18,11,"P11,P14,P09,P02,P03,P08"
560kuah8@gmail.com,13,1,16,4,11,20,20,5,1,4,18,9,14,10,11,"P06,P07,P11,P03,P13,P01"
k2wii2sh@outlook.com,20,18,17,13,4,7,5,9,17,0,14,19,14,10,16,"P01,P12,P02,P03,P09,P15"
9n7xpnhq@gmail.com,3,10,7,20,10,15,19,2,20,10,13,13,4,19,14,"P04,P09,P07,P14,P06,P15"
j163evfr@yahoo.com,12,2,9,17,18,17,6,8,13,17,16,1,16,9,13,"P05,P04,P06,P10,P11,P13"
fqv1ax3c@outlook.com,9,12,10,0,9,9,14,3,12,13,4,12,9,2,11,"P07,P10,P02,P09,P12,P15"
id8qqbrd@connect.np.edu.sg,11,15,1,7,10,4,15,16,2,11,6,3,5,10,4,"P08,P02,P07,P01,P10,P05"
ify4f3fd@gmail.com,16,6,18,14,20,13,17,7,17,7,8,1,8,3,15,"P05,P03,P07,P09,P01,P15"
pu7xh00v@yahoo.com,5,16,18,19,6,6,19,0,5,13,9,7,9,14,10,"P04,P07,P03,P02,P14,P10"
ywedzj6s@connect.np.edu.sg,18,12,17,7,14,0,20,13,14,6,2,14,13,9,20,"P07,P15,P01,P03,P05,P09"
g3mqg9rg@connect.np.edu.sg,2,0,19,3,18,0,20,18,2,14,20,20,1,0,20,"P07,P11,P12,P15,P03,P05"
39yra0b6@gmail.com,0,9,12,18,15,1,5,19,5,3,7,4,16,7,15,"P08,P04,P13,P05,P13,P03"
cysx4k34@connect.np.edu.sg,7,9,4,2,15,9,14,8,5,1,0,4,2,13,12,"P05,P07,P14,P15,P02,P06"
rj0i1yk4@yahoo.com,4,8,7,0,1,15,10,15,18,19,16,12,6,2,1,"P10,P09,P11,P06,P08,P12"
dn2lco7d@yahoo.com,4,16,1,17,19,4,16,2,5,11,13,8,5,5,14,"P05,P04,P02,P07,P15,P11"
5la56v28@connect.np.edu.sg,5,2,15,17,2,4,4,5,19,20,13,14,5,18,18,"P10,P09,P14,P15,P04,P03"
h5ta3u6k@outlook.com,13,4,15,0,16,13,19,19,1,17,12,16,11,14,18,"P07,P08,P15,P10,P05,P12"
f8egj489@gmail.com,6,6,6,9,12,11,9,19,8,1,16,13,13,12,12,"P08,P11,P12,P13,P05,P14"
9nf2eh3o@gmail.com,9,0,9,19,17,19,13,12,8,16,11,20,3,6,18,"P12,P04,P06,P15,P05,P10"
8230h5le@outlook.com,20,11,7,9,18,14,3,14,3,14,8,15,12,3,8,"P01,P05,P12,P06,P08,P10"
6adu7rqt@outlook.com,6,6,20,14,0,1,6,10,12,2,13,1,20,12,17,"P03,P13,P15,P04,P11,P04"
hpi2jxzh@yahoo.com,11,2,2,10,8,14,18,10,15,19,8,11,10,9,14,"P10,P07,P09,P06,P15,P01"
swjdiwv7@outlook.com,6,3,10,6,11,15,8,9,9,11,1,17,5,7,10,"P12,P06,P05,P10,P03,P15"
481jofos@gmail.com,14,2,12,13,4,17,18,18,18,12,3,15,2,6,13,"P07,P08,P09,P06,P12,P01"
dahdgabc@connect.np.edu.sg,0,0,7,18,13,2,16,5,3,19,8,17,1,10,3,"P10,P04,P12,P07,P05,P14"
uvdm8h5l@gmail.com,0,4,10,2,2,20,13,9,2,17,6,13,4,6,0,"P06,P10,P07,P12,P03,P08"
0j6ld6ra@outlook.com,13,17,19,1,1,2,19,6,16,5,13,12,13,11,11,"P03,P07,P02,P05,P01,P11"
g8941g5v@connect.np.edu.sg,0,17,19,14,1,16,20,14,11,6,6,16,7,4,14,"P07,P03,P02,P06,P12,P04"
lmxqspmh@yahoo.com,5,2,19,6,19,10,13,17,0,16,0,18,13,14,0,"P03,P05,P12,P08,P10,P14"
5hb8eemr@yahoo.com,10,8,14,2,11,5,14,5,0,11,11,4,14,20,8,"P14,P03,P07,P13,P05,P14"
